,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
girls,48.0,95.0,59.0,61.0,162.0,147.0,261.0,79.0,74.0,136.0
women,50.0,83.0,48.0,59.0,140.0,135.0,267.0,82.0,63.0,139.0
men,69.0,78.0,66.0,79.0,139.0,163.0,259.0,95.0,63.0,140.0
females,48.0,87.0,48.0,58.0,144.0,140.0,271.0,77.0,64.0,141.0
males,68.0,79.0,65.0,76.0,134.0,167.0,274.0,89.0,61.0,146.0
boys,69.0,89.0,76.0,81.0,154.0,167.0,257.0,93.0,69.0,132.0
boyfriends,78.0,88.0,72.0,92.0,157.0,172.0,269.0,100.0,75.0,158.0
girlfriends,64.0,91.0,64.0,83.0,159.0,154.0,274.0,85.0,75.0,152.0
stepmothers,49.0,89.0,52.0,61.0,155.0,116.0,295.0,78.0,64.0,158.0
stepfathers,55.0,83.0,56.0,71.0,137.0,130.0,275.0,84.0,62.0,151.0
ladies,38.0,100.0,39.0,40.0,151.0,115.0,248.0,62.0,62.0,131.0
gentlemen,56.0,86.0,57.0,70.0,159.0,140.0,279.0,84.0,69.0,154.0
brothers,74.0,76.0,71.0,85.0,135.0,169.0,252.0,96.0,57.0,139.0
sisters,54.0,83.0,57.0,73.0,154.0,139.0,259.0,83.0,67.0,142.0
mothers,63.0,90.0,60.0,78.0,152.0,158.0,279.0,105.0,64.0,144.0
fathers,78.0,77.0,65.0,87.0,131.0,168.0,264.0,111.0,52.0,145.0
grandfathers,59.0,83.0,63.0,77.0,143.0,151.0,266.0,99.0,61.0,147.0
grandmothers,47.0,92.0,52.0,64.0,160.0,122.0,285.0,84.0,69.0,155.0
brides,44.0,94.0,47.0,58.0,176.0,127.0,286.0,78.0,74.0,140.0
grooms,47.0,89.0,50.0,62.0,154.0,132.0,287.0,67.0,68.0,150.0
schoolgirls,61.0,92.0,66.0,74.0,148.0,152.0,261.0,89.0,69.0,138.0
schoolboys,70.0,80.0,74.0,81.0,143.0,167.0,262.0,88.0,65.0,135.0
mommies,46.0,88.0,49.0,60.0,160.0,123.0,268.0,77.0,68.0,139.0
daddies,46.0,89.0,54.0,58.0,159.0,123.0,276.0,74.0,64.0,153.0
