anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
77.0,62.0,70.0,82.0,117.0,179.0,248.0,106.0,56.0,131.0
84.0,67.0,75.0,87.0,126.0,192.0,255.0,109.0,54.0,131.0
91.0,77.0,79.0,92.0,138.0,199.0,272.0,115.0,60.0,148.0
71.0,78.0,67.0,79.0,127.0,175.0,257.0,90.0,59.0,136.0
106.0,73.0,94.0,107.0,116.0,231.0,241.0,129.0,51.0,139.0
76.0,87.0,76.0,82.0,141.0,180.0,281.0,93.0,74.0,148.0
85.0,69.0,74.0,87.0,131.0,189.0,258.0,115.0,52.0,135.0
88.0,66.0,81.0,94.0,115.0,195.0,231.0,111.0,44.0,130.0
73.0,72.0,69.0,79.0,122.0,176.0,261.0,102.0,51.0,139.0
83.0,69.0,78.0,88.0,121.0,186.0,244.0,105.0,64.0,135.0
