anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
27.0,17.0,25.0,28.0,31.0,74.0,71.0,32.0,16.0,30.0
25.0,17.0,27.0,28.0,29.0,60.0,65.0,24.0,13.0,28.0
14.0,19.0,16.0,14.0,24.0,38.0,67.0,18.0,6.0,33.0
22.0,19.0,26.0,26.0,33.0,59.0,76.0,23.0,12.0,32.0
1.0,16.0,13.0,6.0,19.0,23.0,57.0,8.0,7.0,30.0
7.0,15.0,18.0,20.0,21.0,32.0,66.0,18.0,7.0,30.0
5.0,17.0,7.0,10.0,24.0,20.0,73.0,12.0,10.0,32.0
27.0,17.0,25.0,28.0,31.0,74.0,71.0,32.0,16.0,30.0
21.0,14.0,21.0,22.0,30.0,55.0,69.0,25.0,9.0,32.0
6.0,10.0,13.0,7.0,14.0,25.0,52.0,11.0,9.0,26.0
23.0,17.0,24.0,16.0,34.0,55.0,75.0,19.0,14.0,36.0
10.0,7.0,9.0,16.0,13.0,35.0,34.0,16.0,7.0,14.0
1.0,6.0,9.0,5.0,11.0,18.0,54.0,4.0,6.0,17.0
20.0,13.0,24.0,22.0,31.0,57.0,55.0,23.0,11.0,31.0
19.0,10.0,24.0,29.0,25.0,63.0,59.0,30.0,10.0,31.0
14.0,7.0,20.0,19.0,12.0,43.0,52.0,25.0,8.0,27.0
11.0,15.0,19.0,16.0,21.0,36.0,68.0,17.0,8.0,33.0
17.0,13.0,21.0,21.0,26.0,53.0,55.0,23.0,9.0,23.0
21.0,9.0,21.0,35.0,15.0,76.0,44.0,34.0,10.0,26.0
7.0,15.0,11.0,21.0,30.0,31.0,63.0,14.0,7.0,27.0
22.0,9.0,21.0,27.0,21.0,63.0,43.0,32.0,9.0,20.0
10.0,7.0,17.0,20.0,12.0,37.0,49.0,20.0,6.0,25.0
19.0,17.0,23.0,26.0,39.0,59.0,80.0,24.0,13.0,35.0
22.0,14.0,29.0,23.0,29.0,58.0,65.0,20.0,11.0,29.0
